Transaction_ID,Date,Store_ID,Region,Category,Sales_Amount,Transaction_Type,Customer_ID,HourOfDay,IsRefund,Net_Revenue,Anomaly_Label,Anomaly_Score,Is_Anomaly
TXN_000030,2025-10-29 22:59:49.836071,STORE_004,Central,Groceries,179.11,Sale,CUST_2236,22,0,179.11,1,0.17542212253433176,False
TXN_000031,2025-10-29 23:08:49.836071,STORE_009,East,Home Goods,192.31,Sale,CUST_3674,23,0,192.31,1,0.13269488822368425,False
TXN_000032,2025-10-29 23:11:49.836071,STORE_002,Central,Home Goods,72.67,Sale,CUST_2509,23,0,72.67,1,0.21136220894388746,False
TXN_000033,2025-10-29 23:29:49.836071,STORE_010,Central,Electronics,66.97,Sale,CUST_1341,23,0,66.97,1,0.2146527458974466,False
TXN_000034,2025-10-29 23:36:49.836071,STORE_009,East,Clothing,129.38,Sale,CUST_1294,23,0,129.38,1,0.17170774524542698,False
TXN_000035,2025-10-29 23:39:49.836071,STORE_010,Central,Clothing,38.67,Sale,CUST_4713,23,0,38.67,1,0.19168564263474086,False
TXN_000036,2025-10-29 23:41:49.836071,STORE_005,Central,Clothing,38.5,Refund,CUST_4414,23,1,-38.5,1,0.015671230291403604,False
TXN_000037,2025-10-30 00:17:49.836071,STORE_002,Central,Clothing,150.73,Sale,CUST_1986,0,0,150.73,1,0.19479714903844358,False
TXN_000038,2025-10-30 00:28:49.836071,STORE_004,Central,Groceries,14.72,Sale,CUST_2647,0,0,14.72,1,0.1728197587804362,False
TXN_000039,2025-10-30 00:32:49.836071,STORE_007,East,Home Goods,102.26,Sale,CUST_3419,0,0,102.26,1,0.2254965037433842,False
TXN_000040,2025-10-30 00:37:49.836071,STORE_008,East,Clothing,59.62,Sale,CUST_3404,0,0,59.62,1,0.22899805598202638,False
TXN_000041,2025-10-30 00:50:49.836071,STORE_003,East,Groceries,56.04,Sale,CUST_3943,0,0,56.04,1,0.2208789831593721,False
TXN_000042,2025-10-30 00:53:49.836071,STORE_001,West,Home Goods,95.31,Sale,CUST_3905,0,0,95.31,1,0.2277835198251108,False
TXN_000043,2025-10-30 00:59:49.836071,STORE_004,Central,Electronics,118.01,Sale,CUST_0676,0,0,118.01,1,0.2137314213979047,False
TXN_000044,2025-10-30 01:04:49.836071,STORE_002,Central,Electronics,84.41,Sale,CUST_2892,1,0,84.41,1,0.25625348331195175,False
TXN_000045,2025-10-30 01:09:49.836071,STORE_008,East,Groceries,77.8,Sale,CUST_2042,1,0,77.8,1,0.25670412192753717,False
TXN_000046,2025-10-30 01:12:49.836071,STORE_004,Central,Home Goods,130.68,Sale,CUST_4876,1,0,130.68,1,0.23606957575250365,False
TXN_000047,2025-10-30 01:33:49.836071,STORE_002,Central,Clothing,89.78,Sale,CUST_0163,1,0,89.78,1,0.25675823377778634,False
TXN_000048,2025-10-30 02:00:49.836071,STORE_006,South,Home Goods,150.18,Sale,CUST_1383,2,0,150.18,1,0.2279943758744909,False
TXN_000049,2025-10-30 02:04:49.836071,STORE_006,South,Clothing,80.92,Sale,CUST_1362,2,0,80.92,1,0.26408472360924506,False
TXN_000050,2025-10-30 02:18:49.836071,STORE_010,Central,Groceries,73.58,Sale,CUST_3534,2,0,73.58,1,0.2640934375128893,False
TXN_000051,2025-10-30 02:20:49.836071,STORE_004,Central,Clothing,26.37,Sale,CUST_1340,2,0,26.37,1,0.24521358040484065,False
TXN_000052,2025-10-30 02:52:49.836071,STORE_006,South,Groceries,369.48,Sale,CUST_2468,2,0,369.48,1,0.08598845622103324,False
TXN_000053,2025-10-30 03:18:49.836071,STORE_002,Central,Unknown,,Sale,CUST_3810,3,0,,1,0.19037336705732566,False
TXN_000054,2025-10-30 03:19:49.836071,STORE_010,Central,Home Goods,82.03,Sale,CUST_1936,3,0,82.03,1,0.27333632065788044,False
TXN_000055,2025-10-30 03:24:49.836071,STORE_002,Central,Clothing,145.09,Sale,CUST_3299,3,0,145.09,1,0.23528630762193753,False
TXN_000056,2025-10-30 03:36:49.836071,STORE_010,Central,Home Goods,83.23,Sale,CUST_2658,3,0,83.23,1,0.2756141338893995,False
TXN_000057,2025-10-30 03:47:49.836071,STORE_004,Central,Clothing,84.48,Sale,CUST_0087,3,0,84.48,1,0.2746442049183985,False
TXN_000058,2025-10-30 03:55:49.836071,STORE_008,East,Home Goods,40.0,Sale,CUST_0350,3,0,40.0,1,0.26261428085890254,False
TXN_000059,2025-10-30 04:03:49.836071,STORE_007,East,Electronics,28.9,Sale,CUST_1662,4,0,28.9,1,0.25589991663570766,False
TXN_000060,2025-10-30 04:27:49.836071,STORE_009,East,Clothing,31.11,Sale,CUST_1174,4,0,31.11,1,0.25644957380627786,False
TXN_000061,2025-10-30 04:39:49.836071,STORE_008,East,Groceries,175.28,Sale,CUST_4958,4,0,175.28,1,0.22684157430466861,False
TXN_000062,2025-10-30 04:41:49.836071,STORE_005,Central,Electronics,10.63,Sale,CUST_4611,4,0,10.63,1,0.21860072259687613,False
TXN_000063,2025-10-30 04:47:49.836071,STORE_002,Central,Groceries,65.35,Sale,CUST_0131,4,0,65.35,1,0.27406105320487306,False
TXN_000064,2025-10-30 05:17:49.836071,STORE_005,Central,Home Goods,201.7,Sale,CUST_4708,5,0,201.7,1,0.22601660512686705,False
TXN_000065,2025-10-30 05:20:49.836071,STORE_008,East,Electronics,17.55,Sale,CUST_0311,5,0,17.55,1,0.2458224441255587,False
TXN_000066,2025-10-30 05:38:49.836071,STORE_010,Central,Home Goods,201.92,Sale,CUST_0456,5,0,201.92,1,0.2269622551612172,False
TXN_000067,2025-10-30 03:59:49.836071,STORE_009,East,Clothing,1430.47,Refund,CUST_3542,3,1,-1430.47,-1,-0.06690828655548042,True
TXN_000068,2025-10-30 06:01:49.836071,STORE_009,East,Groceries,215.72,Sale,CUST_2463,6,0,215.72,1,0.20074507033010208,False
TXN_000069,2025-10-30 06:26:49.836071,STORE_001,West,Home Goods,195.56,Sale,CUST_3714,6,0,195.56,1,0.21879926900741659,False
TXN_000070,2025-10-30 03:33:49.836071,STORE_009,East,Groceries,634.47,Refund,CUST_3331,3,1,-634.47,1,0.0015779895485786843,False
TXN_000071,2025-10-30 06:39:49.836071,STORE_007,East,Groceries,20.09,Sale,CUST_0554,6,0,20.09,1,0.25752012324438034,False
TXN_000072,2025-10-30 06:43:49.836071,STORE_009,East,Unknown,,Sale,CUST_2554,6,0,,1,0.20308814481499005,False
TXN_000073,2025-10-30 06:44:49.836071,STORE_008,East,Clothing,33.43,Sale,CUST_2467,6,0,33.43,1,0.27208161423410987,False
TXN_000074,2025-10-30 07:05:49.836071,STORE_001,West,Groceries,86.09,Refund,CUST_1194,7,1,-86.09,1,0.09099849814945715,False
TXN_000075,2025-10-30 07:13:49.836071,STORE_008,East,Home Goods,34.53,Refund,CUST_3700,7,1,-34.53,1,0.07053564591283212,False
TXN_000076,2025-10-30 07:42:49.836071,STORE_008,East,Clothing,26.59,Sale,CUST_4123,7,0,26.59,1,0.2508125996084606,False
TXN_000077,2025-10-30 07:47:49.836071,STORE_003,East,Home Goods,32.5,Sale,CUST_4005,7,0,32.5,1,0.2632852519479651,False
TXN_000078,2025-10-30 07:50:49.836071,STORE_001,West,Clothing,45.4,Sale,CUST_2044,7,0,45.4,1,0.26944943284361766,False
TXN_000079,2025-10-30 07:51:49.836071,STORE_008,East,Groceries,119.68,Sale,CUST_2662,7,0,119.68,1,0.2596890108506502,False
TXN_000080,2025-10-30 07:54:49.836071,STORE_003,East,Electronics,156.86,Sale,CUST_2606,7,0,156.86,1,0.23397990610650876,False
TXN_000081,2025-10-30 08:02:49.836071,STORE_003,East,Home Goods,79.49,Sale,CUST_2129,8,0,79.49,1,0.25575855896591526,False
TXN_000082,2025-10-30 08:04:49.836071,STORE_001,West,Groceries,72.03,Sale,CUST_0431,8,0,72.03,1,0.2488460182898523,False
TXN_000083,2025-10-30 08:24:49.836071,STORE_005,Central,Home Goods,73.96,Refund,CUST_2328,8,1,-73.96,1,0.07556948250377404,False
TXN_000084,2025-10-30 08:27:49.836071,STORE_010,Central,Home Goods,122.66,Sale,CUST_1443,8,0,122.66,1,0.24387192523717133,False
TXN_000085,2025-10-30 08:38:49.836071,STORE_007,East,Clothing,26.17,Sale,CUST_2037,8,0,26.17,1,0.22775908823161212,False
TXN_000086,2025-10-30 09:14:49.836071,STORE_010,Central,Home Goods,151.38,Sale,CUST_1024,9,0,151.38,1,0.16846741829519163,False
TXN_000087,2025-10-30 18:26:49.836071,STORE_009,East,Clothing,173.17,Sale,CUST_3282,18,0,173.17,1,0.15018075461834302,False
TXN_000088,2025-10-30 18:58:49.836071,STORE_007,East,Groceries,86.09,Sale,CUST_4037,18,0,86.09,1,0.2018629793904615,False
TXN_000089,2025-10-30 19:14:49.836071,STORE_009,East,Home Goods,110.77,Sale,CUST_4905,19,0,110.77,1,0.23158782478245687,False
TXN_000090,2025-10-30 19:29:49.836071,STORE_008,East,Groceries,86.09,Sale,CUST_1177,19,0,86.09,1,0.24218313746045178,False
TXN_000091,2025-10-30 19:42:49.836071,STORE_002,Central,Electronics,101.35,Sale,CUST_0502,19,0,101.35,1,0.23666961702677525,False
TXN_000092,2025-10-30 19:48:49.836071,STORE_001,West,Groceries,86.09,Sale,CUST_3547,19,0,86.09,1,0.24218313746045178,False
TXN_000093,2025-10-30 19:51:49.836071,STORE_007,East,Home Goods,21.41,Sale,CUST_3629,19,0,21.41,1,0.19873745025681822,False
TXN_000094,2025-10-30 19:53:49.836071,STORE_007,East,Electronics,5.64,Sale,CUST_2980,19,0,5.64,1,0.17009201477450686,False
TXN_000095,2025-10-30 20:08:49.836071,STORE_008,East,Clothing,84.285,Sale,CUST_2193,20,0,84.285,1,0.25326693017515345,False
TXN_000096,2025-10-30 20:20:49.836071,STORE_005,Central,Electronics,84.41,Sale,CUST_4677,20,0,84.41,1,0.25430203271060736,False
TXN_000097,2025-10-30 20:34:49.836071,STORE_003,East,Home Goods,60.26,Sale,CUST_1841,20,0,60.26,1,0.24684275586794185,False
TXN_000098,2025-10-30 20:40:49.836071,STORE_008,East,Home Goods,82.03,Sale,CUST_1610,20,0,82.03,1,0.2500210910736165,False
TXN_000099,2025-10-30 20:48:49.836071,STORE_006,South,Groceries,69.66,Sale,CUST_2505,20,0,69.66,1,0.2460822136498595,False
TXN_000100,2025-10-30 21:14:49.836071,STORE_003,East,Clothing,16.9,Sale,CUST_1894,21,0,16.9,1,0.19667583372978187,False
TXN_000101,2025-10-30 21:16:49.836071,STORE_001,West,Home Goods,53.6,Sale,CUST_4707,21,0,53.6,1,0.2393504156369563,False
TXN_000102,2025-10-30 21:16:49.836071,STORE_003,East,Home Goods,47.8,Sale,CUST_3279,21,0,47.8,1,0.23000789790567766,False
TXN_000103,2025-10-30 21:17:49.836071,STORE_005,Central,Clothing,56.91,Sale,CUST_4813,21,0,56.91,1,0.24238538733650927,False
TXN_000104,2025-10-30 21:24:49.836071,STORE_003,East,Clothing,2.44,Sale,CUST_0158,21,0,2.44,1,0.16445328356395794,False
TXN_000105,2025-10-30 00:24:49.836071,STORE_001,West,Groceries,584.6,Refund,CUST_2271,0,1,-584.6,-1,-0.014360212687211327,True
TXN_000106,2025-10-30 21:44:49.836071,STORE_005,Central,Electronics,29.43,Sale,CUST_2618,21,0,29.43,1,0.2159447402472977,False
TXN_000107,2025-10-30 22:09:49.836071,STORE_010,Central,Clothing,48.35,Sale,CUST_1737,22,0,48.35,1,0.22772446986499678,False
TXN_000108,2025-10-30 22:17:49.836071,STORE_007,East,Home Goods,67.12,Sale,CUST_4833,22,0,67.12,1,0.23582537290397476,False
TXN_000109,2025-10-30 22:18:49.836071,STORE_007,East,Clothing,9.87,Sale,CUST_1501,22,0,9.87,1,0.1753832816663622,False
TXN_000110,2025-10-30 22:21:49.836071,STORE_009,East,Home Goods,79.23,Sale,CUST_2841,22,0,79.23,1,0.24027733607545354,False
TXN_000111,2025-10-30 22:23:49.836071,STORE_010,Central,Groceries,11.72,Sale,CUST_1430,22,0,11.72,1,0.18102249102799883,False
TXN_000112,2025-10-30 22:40:49.836071,STORE_010,Central,Electronics,38.93,Sale,CUST_4206,22,0,38.93,1,0.22248288840011265,False
TXN_000113,2025-10-30 22:48:49.836071,STORE_003,East,Groceries,39.95,Sale,CUST_3841,22,0,39.95,1,0.22228049631294144,False
TXN_000114,2025-10-30 23:05:49.836071,STORE_007,East,Clothing,10.27,Sale,CUST_4571,23,0,10.27,1,0.14541671290711466,False
TXN_000115,2025-10-30 23:09:49.836071,STORE_001,West,Home Goods,67.45,Sale,CUST_1823,23,0,67.45,1,0.21432941120295018,False
TXN_000116,2025-10-30 23:14:49.836071,STORE_004,Central,Clothing,129.24,Sale,CUST_2740,23,0,129.24,1,0.17170774524542698,False
TXN_000117,2025-10-30 23:22:49.836071,STORE_004,Central,Clothing,101.69,Sale,CUST_3742,23,0,101.69,1,0.1984977657677326,False
TXN_000118,2025-10-30 23:24:49.836071,STORE_005,Central,Clothing,68.06,Sale,CUST_1624,23,0,68.06,1,0.21130541517855173,False
TXN_000119,2025-10-30 23:40:49.836071,STORE_007,East,Clothing,129.87,Sale,CUST_2033,23,0,129.87,1,0.17170774524542698,False
TXN_000120,2025-10-30 23:40:49.836071,STORE_007,East,Electronics,102.97,Sale,CUST_4186,23,0,102.97,1,0.19749428100599364,False
TXN_000121,2025-10-30 23:44:49.836071,STORE_004,Central,Home Goods,22.78,Sale,CUST_0808,23,0,22.78,1,0.16526683346402693,False
TXN_000122,2025-10-30 23:46:49.836071,STORE_007,East,Clothing,106.48,Sale,CUST_1814,23,0,106.48,1,0.1956658635269617,False
TXN_000123,2025-10-30 23:56:49.836071,STORE_003,East,Home Goods,290.52,Refund,CUST_2018,23,1,-290.52,-1,-0.03224695186065918,True
TXN_000124,2025-10-31 00:08:49.836071,STORE_006,South,Electronics,144.09,Refund,CUST_0162,0,1,-144.09,1,0.034612751782466256,False
TXN_000125,2025-10-31 00:20:49.836071,STORE_002,Central,Home Goods,50.74,Sale,CUST_3944,0,0,50.74,1,0.20980840577454946,False
TXN_000126,2025-10-31 00:21:49.836071,STORE_010,Central,Home Goods,119.05,Sale,CUST_1905,0,0,119.05,1,0.2124342722009835,False
TXN_000127,2025-10-31 00:39:49.836071,STORE_009,East,Electronics,249.43,Sale,CUST_2272,0,0,249.43,1,0.12907039274269938,False
TXN_000128,2025-10-31 00:46:49.836071,STORE_005,Central,Clothing,192.17,Sale,CUST_2789,0,0,192.17,1,0.16398015119453424,False
TXN_000129,2025-10-31 00:48:49.836071,STORE_006,South,Home Goods,82.03,Sale,CUST_2037,0,0,82.03,1,0.22741306779457793,False
TXN_000130,2025-10-31 01:02:49.836071,STORE_004,Central,Groceries,116.93,Sale,CUST_1706,1,0,116.93,1,0.24359170121657392,False
TXN_000131,2025-10-31 01:05:49.836071,STORE_010,Central,Home Goods,86.44,Sale,CUST_0414,1,0,86.44,1,0.25719445655287576,False
TXN_000132,2025-10-31 01:25:49.836071,STORE_007,East,Clothing,245.41,Sale,CUST_1482,1,0,245.41,1,0.16146577975791077,False
TXN_000133,2025-10-31 01:41:49.836071,STORE_009,East,Groceries,167.96,Sale,CUST_1885,1,0,167.96,1,0.21229952451245765,False
TXN_000134,2025-10-31 01:46:49.836071,STORE_007,East,Clothing,58.01,Sale,CUST_3467,1,0,58.01,1,0.25545211722609146,False
TXN_000135,2025-10-31 02:18:49.836071,STORE_001,West,Home Goods,51.47,Sale,CUST_2542,2,0,51.47,1,0.25472226612243115,False
TXN_000136,2025-10-31 02:24:49.836071,STORE_001,West,Electronics,261.17,Sale,CUST_0832,2,0,261.17,1,0.1582984487226643,False
TXN_000137,2025-10-31 02:39:49.836071,STORE_009,East,Clothing,44.64,Sale,CUST_1465,2,0,44.64,1,0.25309518697586547,False
TXN_000138,2025-10-31 02:40:49.836071,STORE_009,East,Unknown,,Sale,CUST_1250,2,0,,1,0.17541078614535288,False
TXN_000139,2025-10-31 02:48:49.836071,STORE_004,Central,Electronics,162.71,Sale,CUST_2402,2,0,162.71,1,0.22749769348181414,False
TXN_000140,2025-10-31 02:48:49.836071,STORE_009,East,Home Goods,79.09,Sale,CUST_3897,2,0,79.09,1,0.2663818103189983,False
TXN_000141,2025-10-31 02:52:49.836071,STORE_003,East,Clothing,120.36,Sale,CUST_2077,2,0,120.36,1,0.24459374949333323,False
TXN_000142,2025-10-31 02:53:49.836071,STORE_007,East,Unknown,,Sale,CUST_0178,2,0,,1,0.17541078614535288,False
TXN_000143,2025-10-31 03:07:49.836071,STORE_006,South,Home Goods,124.91,Sale,CUST_4670,3,0,124.91,1,0.24538626532311442,False
TXN_000144,2025-10-31 03:21:49.836071,STORE_008,East,Home Goods,59.11,Sale,CUST_4414,3,0,59.11,1,0.2727942170460331,False
TXN_000145,2025-10-31 03:44:49.836071,STORE_009,East,Electronics,79.45,Sale,CUST_3067,3,0,79.45,1,0.2772681875240563,False
TXN_000146,2025-10-31 03:51:49.836071,STORE_005,Central,Home Goods,75.11,Sale,CUST_1564,3,0,75.11,1,0.2742929095907566,False
TXN_000147,2025-10-31 03:56:49.836071,STORE_001,West,Home Goods,51.53,Sale,CUST_3758,3,0,51.53,1,0.2621202440968088,False
TXN_000148,2025-10-31 03:58:49.836071,STORE_003,East,Groceries,180.33,Sale,CUST_1289,3,0,180.33,1,0.2167355730739795,False
TXN_000149,2025-10-31 04:02:49.836071,STORE_010,Central,Groceries,45.85,Sale,CUST_0451,4,0,45.85,1,0.26533042155010456,False
TXN_000150,2025-10-31 04:03:49.836071,STORE_008,East,Groceries,46.74,Sale,CUST_1981,4,0,46.74,1,0.26590527670106934,False
TXN_000151,2025-10-31 04:18:49.836071,STORE_006,South,Clothing,74.14,Sale,CUST_1886,4,0,74.14,1,0.27933858483720964,False
TXN_000152,2025-10-31 04:21:49.836071,STORE_008,East,Clothing,117.09,Sale,CUST_2842,4,0,117.09,1,0.26249856561486057,False
TXN_000153,2025-10-31 05:02:49.836071,STORE_009,East,Groceries,59.09,Sale,CUST_0368,5,0,59.09,1,0.28017244712083034,False
TXN_000154,2025-10-31 05:13:49.836071,STORE_004,Central,Electronics,62.79,Sale,CUST_2656,5,0,62.79,1,0.2843648343427156,False
TXN_000155,2025-10-31 05:27:49.836071,STORE_001,West,Electronics,221.3,Sale,CUST_0595,5,0,221.3,1,0.21166676786477262,False
TXN_000156,2025-10-31 05:52:49.836071,STORE_001,West,Groceries,253.41,Sale,CUST_3275,5,0,253.41,1,0.18883466783731473,False
TXN_000157,2025-10-31 06:18:49.836071,STORE_010,Central,Clothing,151.42,Sale,CUST_0395,6,0,151.42,1,0.2469190754912689,False
TXN_000158,2025-10-31 06:56:49.836071,STORE_004,Central,Clothing,71.6,Sale,CUST_1029,6,0,71.6,1,0.28279274897230633,False
TXN_000159,2025-10-31 07:16:49.836071,STORE_007,East,Electronics,47.65,Refund,CUST_2037,7,1,-47.65,1,0.07852809695498197,False
TXN_000160,2025-10-31 07:22:49.836071,STORE_002,Central,Home Goods,107.82,Sale,CUST_1082,7,0,107.82,1,0.2690094813343238,False
TXN_000161,2025-10-31 07:22:49.836071,STORE_003,East,Electronics,20.07,Sale,CUST_2676,7,0,20.07,1,0.24077289651747175,False
TXN_000162,2025-10-31 07:24:49.836071,STORE_001,West,Home Goods,6.77,Sale,CUST_0786,7,0,6.77,1,0.2100753376003212,False
TXN_000163,2025-10-31 07:49:49.836071,STORE_005,Central,Clothing,54.39,Sale,CUST_0233,7,0,54.39,1,0.27420436604537,False
TXN_000164,2025-10-31 08:20:49.836071,STORE_001,West,Clothing,51.7,Sale,CUST_3994,8,0,51.7,1,0.25038378505249975,False
TXN_000165,2025-10-31 08:25:49.836071,STORE_008,East,Groceries,132.51,Sale,CUST_0736,8,0,132.51,1,0.23990108781333636,False
TXN_000166,2025-10-31 08:27:49.836071,STORE_001,West,Clothing,82.0,Sale,CUST_2996,8,0,82.0,1,0.25494134175025557,False
TXN_000167,2025-10-31 08:29:49.836071,STORE_001,West,Home Goods,83.74,Sale,CUST_2921,8,0,83.74,1,0.25645595567071705,False
TXN_000168,2025-10-31 08:30:49.836071,STORE_002,Central,Electronics,25.91,Sale,CUST_2657,8,0,25.91,1,0.22807333966356724,False
TXN_000169,2025-10-31 09:18:49.836071,STORE_002,Central,Groceries,53.41,Sale,CUST_4378,9,0,53.41,1,0.1971494153867619,False
TXN_000170,2025-10-31 09:23:49.836071,STORE_006,South,Home Goods,158.51,Sale,CUST_4085,9,0,158.51,1,0.16191061975119037,False
TXN_000171,2025-10-31 18:42:49.836071,STORE_007,East,Electronics,92.26,Sale,CUST_0444,18,0,92.26,1,0.19765961512273567,False
TXN_000172,2025-10-31 18:44:49.836071,STORE_005,Central,Electronics,61.32,Sale,CUST_4815,18,0,61.32,1,0.20078785744262562,False
TXN_000173,2025-10-31 18:54:49.836071,STORE_001,West,Electronics,69.68,Sale,CUST_2186,18,0,69.68,1,0.19798443253804326,False
TXN_000174,2025-10-31 19:02:49.836071,STORE_001,West,Clothing,84.285,Refund,CUST_0429,19,1,-84.285,1,0.03716600655089841,False
TXN_000175,2025-10-31 19:09:49.836071,STORE_003,East,Electronics,84.41,Sale,CUST_2240,19,0,84.41,1,0.2444917034923867,False
TXN_000176,2025-10-31 19:49:49.836071,STORE_002,Central,Clothing,364.6,Sale,CUST_1245,19,0,364.6,1,0.05069694622183274,False
TXN_000177,2025-10-31 19:52:49.836071,STORE_005,Central,Electronics,15.95,Sale,CUST_1248,19,0,15.95,1,0.185878607825265,False
TXN_000178,2025-10-31 19:56:49.836071,STORE_010,Central,Electronics,32.05,Sale,CUST_2451,19,0,32.05,1,0.20909290703767786,False
TXN_000179,2025-10-31 20:05:49.836071,STORE_006,South,Clothing,68.93,Sale,CUST_2793,20,0,68.93,1,0.24536947505040457,False
TXN_000180,2025-10-31 20:06:49.836071,STORE_007,East,Clothing,59.97,Sale,CUST_3222,20,0,59.97,1,0.24684275586794185,False
TXN_000181,2025-10-31 20:26:49.836071,STORE_004,Central,Home Goods,84.53,Sale,CUST_2504,20,0,84.53,1,0.25430203271060736,False
TXN_000182,2025-10-31 20:29:49.836071,STORE_007,East,Electronics,37.56,Sale,CUST_0584,20,0,37.56,1,0.2243256672324238,False
TXN_000183,2025-10-31 20:31:49.836071,STORE_008,East,Clothing,114.6,Sale,CUST_0645,20,0,114.6,1,0.23149147314320456,False
TXN_000184,2025-10-31 20:45:49.836071,STORE_001,West,Home Goods,29.96,Sale,CUST_4864,20,0,29.96,1,0.2166462919937986,False
TXN_000185,2025-10-31 20:48:49.836071,STORE_006,South,Unknown,,Sale,CUST_1281,20,0,,1,0.15796454261985604,False
TXN_000186,2025-10-31 20:51:49.836071,STORE_008,East,Clothing,141.99,Sale,CUST_3042,20,0,141.99,1,0.2149729471410401,False
TXN_000187,2025-10-31 20:51:49.836071,STORE_005,Central,Electronics,188.32,Sale,CUST_3050,20,0,188.32,1,0.18703608931819837,False
TXN_000188,2025-10-31 20:58:49.836071,STORE_004,Central,Home Goods,61.71,Sale,CUST_0718,20,0,61.71,1,0.24618715039951544,False
TXN_000189,2025-10-31 20:59:49.836071,STORE_002,Central,Electronics,150.18,Sale,CUST_1079,20,0,150.18,1,0.2073766999000451,False
TXN_000190,2025-10-31 21:00:49.836071,STORE_006,South,Electronics,49.7,Sale,CUST_2628,21,0,49.7,1,0.23142559243163352,False
